code,name
11.02.02.2030,Qanun No. 32/2006
11.02.02.2031,Qanun No. 32/2006
11.02.02.2032,Qanun No. 32/2006
11.02.02.2033,Qanun No. 32/2006
11.02.02.2034,Qanun No. 32/2006
11.02.02.2035,"Qanun No. 32/2006, Perbaikan nama Surat Pem Aceh No. 146.1/10560
tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.03,-
11.02.03.2001,Bambel Gabungan
11.02.03.2002,Kisam
11.02.03.2005,Lawe Hijo
11.02.03.2006,Pinding
11.02.03.2009,Terutung Megara Asli
11.02.03.2011,Biak Muli
11.02.03.2012,Qanun No. 27/2006
11.02.03.2013,Pedesi
11.02.03.2014,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.03.2015,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.03.2016,Tualang Sembilar
11.02.03.2017,Kuning I
11.02.03.2018,Kuning II
11.02.03.2019,Cinta Damai
11.02.03.2020,Likat
11.02.03.2021,Rikit
11.02.03.2023,Bambel
11.02.03.2025,Lawe Kihing
11.02.03.2026,Terutung Seperai
11.02.03.2027,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.02.03.2028,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.03.2029,Pulo Perengge
11.02.03.2031,Pulo Kendondong
11.02.03.2033,Qanun No. 27/2006
11.02.03.2034,"Qanun No. 27/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.03.2035,Qanun No. 27/2006
11.02.03.2036,Qanun No. 27/2006
11.02.03.2037,Qanun No. 27/2006
11.02.03.2038,Qanun No. 27/2006
11.02.03.2039,Qanun No. 27/2006
11.02.03.2040,Qanun No. 27/2006
11.02.03.2041,Qanun No. 27/2006
11.02.03.2042,"Kute Lang-Lang
Bakhu"
11.02.04,-
11.02.04.2001,Kota Kutacane
11.02.04.2002,Perapat Hilir
11.02.04.2003,Perapat Hulu
11.02.04.2004,Muara Lawe Bulan
11.02.04.2005,Mbarung
11.02.04.2006,Batu Mbulan Asli
11.02.04.2007,Batu Mbulan I
11.02.04.2008,Batu Mbulan II
11.02.04.2009,Kampung Raja
11.02.04.2010,Pulonas
11.02.04.2011,"Kampung Melayu
Gabungan"
11.02.04.2012,Terutung Pedi
11.02.04.2013,Kute Rih
11.02.04.2014,Gumpang Jaya
11.02.04.2015,Pulo Latong
11.02.04.2016,Kutacane Lama
11.02.04.2017,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.04.2018,Pulo Peding
11.02.04.2019,Mendabe
11.02.04.2020,Ujung Barat
11.02.04.2021,"Qanun No. 30/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.04.2022,"Qanun No. 30/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.04.2023,"Qanun No. 30/2006, Perbaikan nama Surat Pem Aceh No. 146.1/10560
tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017.
Perbaikan nama desa semula Alas Marantcar menjadi Alas Marancar,
sesuai:
Qanun No. 30 Tahun 2006; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.02.04.2024,Qanun No. 30/2006
11.02.04.2025,Qanun No. 30/2006
11.02.04.2026,Qanun No. 30/2006
11.02.04.2027,"Qanun No. 30/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.05,-
11.02.05.2005,Salang Alas
11.02.05.2009,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.05.2011,Purwodadi
11.02.05.2012,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.05.2013,Kampung Baru
11.02.05.2014,Peranginan
11.02.05.2015,Natam
11.02.05.2025,Kumbang Jaya
11.02.05.2026,Kumbang Indah
11.02.05.2027,Natam Baru
11.02.05.2029,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.05.2030,Lawe Bekung
11.02.05.2031,"Lawe Bekung
Tampahan"
11.02.05.2032,Badar Indah
11.02.05.2033,"Perda No. 28/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.05.2034,Perda No. 28/2006
11.02.05.2035,Perda No. 28/2006
11.02.05.2036,"Perda No. 28/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.06,-
11.02.06.2001,Pardomuan II
11.02.06.2002,Lawe Desky I
11.02.06.2003,Lawe Desky Sabas
11.02.06.2004,Pardomuan I
11.02.06.2005,Cinta Damai
11.02.06.2006,"Perbaikan nama semula Lawe Sagu Baru menjadi Pangguh sesuai
Surat Ditjen Bina Pemdes No. 140/5531/BPD, tanggal 19
November tahun 2021 Hal Usulan Klarifikasi Kode dan Nama
Kute/Desa dan Surat Sekda Pemerintah Aceh No. 140/19322, tanggal
8 November 2021Hal Usulan Klarifikasi Kode dan Nama Kute/Desa"
11.02.06.2007,"Perbaikan nama Surat Pem Aceh No. 146.1/10560 tgl 13 Juni 2016,
Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.06.2008,Kute Bakti
11.02.06.2010,Muara Situlen
11.02.06.2011,Sejahtera
11.02.06.2012,Kute Makmur
11.02.06.2013,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.02.06.2014,Lawe Mantik
11.02.06.2015,Cinta Makmur
11.02.06.2016,Muara Setia
11.02.06.2017,Tanoh Alas
11.02.06.2018,Sejahtera Baru
11.02.06.2024,Qanun No. 26/2006
11.02.06.2025,Qanun No. 26/2006
11.02.06.2026,"Qanun No. 26/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.06.2027,Qanun No. 26/2006
11.02.07,-
11.02.07.2001,Gulo
11.02.07.2002,Pulo Piku
11.02.07.2003,Terutung Kute
11.02.07.2004,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.07.2005,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.02.07.2006,Kite Merangun
11.02.07.2007,Mamas
11.02.07.2008,Tanjung Lama
11.02.07.2009,Tanjung Muda
11.02.07.2010,Rambung Teldak
11.02.07.2011,Tanjung Aman
11.02.07.2012,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.07.2013,Ujung Baru
11.02.07.2014,Kute Rambe
11.02.07.2015,Mamas Baru
11.02.07.2016,Rambung Jaya
11.02.07.2017,Makmur Jaya
11.02.07.2018,Darul Makmur
11.02.07.2019,"Qanun No. 35/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.07.2020,"Qanun No. 35/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.07.2021,"Qanun No. 35/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.07.2022,"Qanun No. 35/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.07.2023,Qanun No. 35/2006
11.02.07.2024,Qanun No. 35/2006
11.02.07.2025,"Qanun No. 35/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.07.2026,Qanun No. 35/2006
11.02.07.2027,Qanun No. 35/2006
11.02.07.2028,Qanun No. 35/2006
11.02.08,-
11.02.08.2001,Pasir Gala
11.02.08.2002,Pasir Penjengakan
11.02.08.2003,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.08.2004,Lawe Sagu Hulu
11.02.08.2005,Lawe Sagu Hilir
11.02.08.2006,Kute Bantil
11.02.08.2011,Lawe Kolok
11.02.08.2012,Lawe Rutung
11.02.08.2013,Kampung Nangka
11.02.08.2014,Tenembak Juhar
11.02.08.2015,Simpang Empat
11.02.08.2016,Kuta Buluh Botong
11.02.08.2017,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.08.2018,"Perbaikan nama Surat Pem Aceh No.146.1/10560 tgl 13 Juni 2016,
Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.08.2019,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.02.08.2020,Mbacang Racun
11.02.08.2021,Telaga Mekar
11.02.08.2023,Pulonas Baru
11.02.08.2025,Qanun No. 29/2006
11.02.08.2026,"Perbaikan nama semula Lawe Sagu Baru menjadi Pangguh sesuai
Surat Ditjen Bina Pemdes No. 140/5531/BPD, tanggal 19
November tahun 2021 Hal Usulan Klarifikasi Kode dan Nama
Kute/Desa dan Surat Sekda Pemerintah Aceh No. 140/19322, tanggal
8 November 2021Hal Usulan Klarifikasi Kode dan Nama Kute/Desa"
11.02.08.2027,Qanun No. 29/2006
11.02.08.2028,"Qanun No. 29/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.08.2029,Qanun No. 29/2006
11.02.08.2030,"Qanun No. 29/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.09,-
11.02.09.2001,Kute Lengat Pangan
11.02.09.2002,Kute Lengat Selian
11.02.09.2003,Tualang Baru
11.02.09.2004,Alur Buluh
11.02.09.2005,Maha Singkil
11.02.09.2006,Tenembak Bintang
11.02.09.2007,Kute Lingga
11.02.09.2008,Rikit Bur
11.02.09.2010,Kerukunan
11.02.09.2011,Lawe Dua
11.02.09.2012,Rema
11.02.09.2013,Bambel Baru
11.02.09.2014,Pejuang
11.02.09.2015,Darussalam
11.02.09.2016,Amaliah
11.02.09.2017,Sebudi Jaya
11.02.09.2018,Gumpang
11.02.09.2019,Qanun No. 31/2006
11.02.09.2020,Qanun No. 31/2006
11.02.09.2021,Qanun No. 31/2006
11.02.09.2022,Qanun No. 31/2006
11.02.09.2023,"Qanun No. 31/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.09.2024,Qanun No. 31/2006
11.02.10,-
11.02.10.2001,Simpang Semadam
11.02.10.2002,Semadam Awal
11.02.10.2003,Semadam Asal
11.02.10.2004,"Lawe Kinga
Gabungan"
11.02.10.2005,"Lawe Kinga Tebing
Tinggi"
11.02.10.2006,Kebun Sere
11.02.10.2007,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.10.2008,Lawe. Berigin Gayo
11.02.10.2009,Suka Makmur
11.02.10.2010,Pasar Puntung
11.02.10.2011,Titi Pasir
11.02.10.2012,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.10.2013,Ngkeran Alur Buluh
11.02.10.2014,Kampung Baru
11.02.10.2015,Sepakat Segenap
11.02.10.2016,Selamat Indah
11.02.10.2017,"Qanun No. 33/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.10.2018,"Qanun No. 33/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.10.2019,Qanun No. 33/2006
11.02.11,-
11.02.11.2004,Titi Mas
11.02.11.2005,Meranti
11.02.11.2006,Kute Lang-Lang
11.02.11.2007,Lawe Sumur
11.02.11.2008,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.11.2009,Salim Pipit
11.02.11.2010,Penguhapan
11.02.11.2011,Lumban Tua
11.02.11.2012,Mutiara Damai
11.02.11.2013,Dolok Nauli
11.02.11.2014,Tuhi Jongkat
11.02.11.2015,Uning Sigugur
11.02.11.2016,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.02.11.2017,"Perbaikan nama Surat Pem Aceh No.146.1/10560 tgl 13 Juni 2016,
Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.11.2018,Alur Baning
11.02.11.2019,"Qanun No. 34/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.11.2020,Qanun No. 34/2006
11.02.11.2021,Qanun No. 34/2006
11.02.11.2022,Qanun No. 34/2006
11.02.11.2023,Qanun No. 34/2006
11.02.11.2024,"Qanun No. 34/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.11.2025,Qanun No. 34/2006
11.02.11.2026,Qanun No. 34/2006
11.02.11.2027,Qanun No. 34/2006
11.02.11.2028,Qanun No. 34/2006
11.02.11.2029,Qanun No. 34/2006
11.02.11.2030,Titi Hakhapen
11.02.12,Qanun No. 19/2006
11.02.12.2001,Semula wil. Kec. Badar
11.02.12.2002,Semula wil. Kec. Badar
11.02.12.2003,Semula wil. Kec. Badar
11.02.12.2004,Semula wil. Kec. Badar
11.02.12.2005,Semula wil. Kec. Badar
11.02.12.2006,Semula wil. Kec. Badar
11.02.12.2007,Semula wil. Kec. Badar
11.02.12.2008,Semula wil. Kec. Badar
11.02.12.2009,"Semula wil. Kec. Badar, Perbaikan nama Surat Pem Aceh
No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.02.12.2010,Semula wil. Kec. Badar
11.02.12.2011,Qanun No. 22/2006
11.02.12.2012,"Qanun No. 22/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.12.2013,"Qanun No. 22/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.12.2014,Qanun No. 22/2006
11.02.12.2015,"Qanun No. 22/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.12.2016,Qanun No. 22/2006
11.02.12.2017,Qanun No. 22/2006
11.02.12.2018,Qanun No. 22/2006
11.02.12.2019,Qanun No. 22/2006
11.02.12.2020,"Qanun No. 22/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.12.2021,"Qanun No. 22/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.12.2022,Qanun No. 22/2006
11.02.12.2023,"Qanun No. 22/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.12.2024,Qanun No. 22/2006
11.02.12.2025,Qanun No. 22/2006
11.02.13,Qanun No. 19/2006
11.02.13.2001,Semula wil. Kec. Badar
11.02.13.2002,"Semula wil. Kec. Badar, Perbaikan nama sesuai Validasi Data Nama
dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.02.13.2003,Semula wil. Kec. Badar
11.02.13.2004,Semula wil. Kec. Lawe Bulan
11.02.13.2005,Semula wil. Kec. Badar
11.02.13.2006,Semula wil. Kec. Lawe Bulan
11.02.13.2007,Semula wil. Kec. Badar
11.02.13.2008,"Semula wil. Kec. Badar, Perbaikan nama sesuai Validasi Data Nama
dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.02.13.2009,Semula wil. Kec. Badar
11.02.13.2010,Semula wil. Kec. Lawe Bulan
11.02.13.2011,Qanun No. 19/2006
11.02.13.2012,Semula wil. Kec. Lawe Bulan
11.02.13.2013,Semula wil. Kec. Lawe Bulan
11.02.13.2014,Semula wil. Kec. Badar
11.02.13.2015,Qanun 25/2005
11.02.13.2016,Qanun 25/2005
11.02.13.2017,"Qanun 25/2005, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.13.2018,Qanun 25/2005
11.02.13.2019,Qanun 25/2005
11.02.13.2020,Qanun 25/2005
11.02.13.2021,Qanun 25/2005
11.02.13.2022,Qanun 25/2005
11.02.14,Qanun No. 19/2006
11.02.14.2001,Semula wil. Kec. Bambel
11.02.14.2002,Qanun No. 19/2006
11.02.14.2003,Semula wil. Kec. Bambel
11.02.14.2004,Semula wil. Kec. Bambel
11.02.14.2005,Semula wil. Kec. Bambel
11.02.14.2006,"Semula wil. Kec. Bambel, Perbaikan nama sesuai Validasi Data Nama
dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.02.14.2007,Semula wil. Kec. Bambel
11.02.14.2008,"Semula wil. Kec. Bambel, Perbaikan nama Surat Pem Aceh
No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.02.14.2009,Semula wil. Kec. Bambel
11.02.14.2010,"Semula wil. Kec. Bambel, Perbaikan nama sesuai Validasi Data Nama
dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.02.14.2011,"Qanun No. 24/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.14.2012,"Qanun No. 24/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.14.2013,Qanun No. 24/2006
11.02.14.2014,"Qanun No. 24/2006, Perbaikan nama Surat Pem Aceh No.146.1/10560
tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.14.2015,Qanun No. 24/2006
11.02.14.2016,"Qanun No. 24/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.14.2017,Qanun No. 24/2006
11.02.14.2018,Qanun No. 24/2006
11.02.15,Qanun No. 19/2006
11.02.15.2001,"Semula wil. Kec. Babul Rahmah, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.02.15.2002,Semula wil. Kec. Babul Rahmah
11.02.15.2003,Semula wil. Kec. Lawe Alas
11.02.15.2004,"Qanun No. 19/2006, Perbaikan nama Surat Pem Aceh No.146.1/10560
tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.15.2006,Semula wil. Kec. Lawe Alas
11.02.15.2007,Semula wil. Kec. Babul Rahmah
11.02.15.2008,Semula wil. Kec. Lawe Alas
11.02.15.2009,Qanun No. 23/2006
11.02.15.2010,Qanun No. 23/2006
11.02.15.2011,Qanun No. 23/2006
11.02.15.2012,"Qanun No. 23/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.15.2013,Qanun No. 23/2006
11.02.15.2014,"Qanun No. 23/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.15.2015,"Qanun No. 23/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.16,Qanun No. 19/2006
11.02.16.2001,Semula wil. Kec. Babul Makmur
11.02.16.2002,"Semula wil. Kec. Babul Makmur, Perbaikan nama sesuai Surat Pem
Aceh No. 146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama
Desa/Gampong di Aceh"
11.02.16.2003,Semula wil. Kec. Babul Makmur
11.02.16.2004,"Semula wil. Kec. Babul Makmur, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.02.16.2005,Semula wil. Kec. Babul Makmur
11.02.16.2006,Semula wil. Kec. Babul Makmur
11.02.16.2007,"Qanun No. 21/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.16.2008,Qanun No. 21/2006
11.02.16.2009,Qanun No. 21/2006
11.02.16.2010,Qanun No. 21/2006
11.02.16.2011,Qanun No. 21/2006
11.02.16.2012,"Qanun No. 21/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.16.2013,Qanun No. 21/2006
11.02.16.2014,"Qanun No. 21/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.16.2015,Qanun No. 21/2006
11.02.16.2016,Qanun No. 21/2006
11.02.16.2017,Qanun No. 21/2006
11.02.16.2018,Qanun No. 21/2006
11.02.16.2019,Qanun No. 21/2006
11.02.16.2020,Qanun No. 21/2006
11.02.16.2021,"Qanun No. 21/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.16.2022,Qanun No. 21/2006
11.02.16.2023,Qanun No. 21/2006
11.03,KAB. ACEH TIMUR
11.03,"PP No. 5/2007 tentang Pemindahan Ibukota Kab. Aceh Timur dari
wilayah Kota Langsa ke wilayah Kec. Idi Rayeuk Kab. Aceh Timur.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
11.03.01,-
11.03.01.2001,Alue Luddin Sa
