level,kode,nama_wilayah,parent_provinsi,parent_kabupaten,jumlah_desa,luas_wilayah,keterangan
desa,11.02.02.2001,,,,,,
desa,11.02.02.2002,,,,,,
desa,11.02.02.2003,,,,,,
desa,11.02.02.2004,,,,,,
desa,11.02.02.2005,,,,,,
desa,11.02.02.2006,,,,,,
desa,11.02.02.2007,,,,,,
desa,11.02.02.2008,,,,,,
desa,11.02.02.2009,,,,,,
desa,11.02.02.2010,,,,,,
desa,11.02.02.2011,,,,,,
desa,11.02.02.2012,,,,,,
desa,11.02.02.2013,,,,,,
desa,11.02.02.2014,,,,,,
desa,11.02.02.2015,,,,,,
desa,11.02.02.2016,,,,,,
desa,11.02.02.2017,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.02.02.2018,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.02.02.2019,,,,,,
desa,11.02.02.2020,,,,,,
desa,11.02.02.2021,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.02.02.2022,,,,,,
desa,11.02.02.2023,,,,,,
desa,11.02.02.2024,,,,,,
desa,11.02.02.2025,,,,,,
desa,11.02.02.2027,,,,,,"Qanun No. 32/2006, Perbaikan nama sesuai Surat Pem Aceh No.  146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong  di Aceh"
desa,11.02.02.2028,,,,,,"Qanun No. 32/2006, Perbaikan nama sesuai Surat Pem Aceh No.  146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong  di Aceh"
desa,11.02.02.2029,,,,,,Qanun No. 32/2006
desa,11.02.02.2030,,,,,,Qanun No. 32/2006
desa,11.02.02.2031,,,,,,Qanun No. 32/2006
desa,11.02.02.2032,,,,,,Qanun No. 32/2006
desa,11.02.02.2033,,,,,,Qanun No. 32/2006
desa,11.02.02.2034,,,,,,Qanun No. 32/2006
desa,11.02.02.2035,,,,,,"Qanun No. 32/2006, Perbaikan nama Surat Pem Aceh No. 146.1/10560  tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
kecamatan,11.02.03,Bambel,,KAB. ACEH TENGGARA,33.0,,
kecamatan,11.02.03,,,,,,
desa,11.02.03.2001,,,,,,
desa,11.02.03.2002,,,,,,
desa,11.02.03.2005,,,,,,
desa,11.02.03.2006,,,,,,
desa,11.02.03.2009,,,,,,
desa,11.02.03.2011,,,,,,
desa,11.02.03.2012,,,,,,Qanun No. 27/2006
desa,11.02.03.2013,,,,,,
desa,11.02.03.2014,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.02.03.2015,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.02.03.2016,,,,,,
desa,11.02.03.2017,,,,,,
desa,11.02.03.2018,,,,,,
desa,11.02.03.2019,,,,,,
desa,11.02.03.2021,,,,,,
desa,11.02.03.2023,,,,,,
desa,11.02.03.2025,,,,,,
desa,11.02.03.2026,,,,,,
desa,11.02.03.2027,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.02.03.2028,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.02.03.2029,,,,,,
desa,11.02.03.2031,,,,,,
desa,11.02.03.2033,,,,,,Qanun No. 27/2006
desa,11.02.03.2034,,,,,,"Qanun No. 27/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.03.2035,,,,,,Qanun No. 27/2006
desa,11.02.03.2036,,,,,,Qanun No. 27/2006
desa,11.02.03.2037,,,,,,Qanun No. 27/2006
desa,11.02.03.2038,,,,,,Qanun No. 27/2006
desa,11.02.03.2039,,,,,,Qanun No. 27/2006
desa,11.02.03.2040,,,,,,Qanun No. 27/2006
desa,11.02.03.2041,,,,,,Qanun No. 27/2006
desa,11.02.03.2042,,,,,,
kecamatan,11.02.04,,,,,,
kecamatan,11.02.04,Babussalam,,KAB. ACEH TENGGARA,27.0,,
desa,11.02.04.2001,,,,,,
desa,11.02.04.2002,,,,,,
desa,11.02.04.2003,,,,,,
desa,11.02.04.2004,,,,,,
desa,11.02.04.2005,,,,,,
desa,11.02.04.2006,,,,,,
desa,11.02.04.2007,,,,,,
desa,11.02.04.2008,,,,,,
desa,11.02.04.2009,,,,,,
desa,11.02.04.2010,,,,,,
desa,11.02.04.2012,,,,,,
desa,11.02.04.2013,,,,,,
desa,11.02.04.2014,,,,,,
desa,11.02.04.2015,,,,,,
desa,11.02.04.2016,,,,,,
desa,11.02.04.2017,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.02.04.2018,,,,,,
desa,11.02.04.2019,,,,,,
desa,11.02.04.2020,,,,,,
desa,11.02.04.2021,,,,,,"Qanun No. 30/2006, Perbaikan nama sesuai Surat Pem Aceh No.  146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong  di Aceh"
desa,11.02.04.2022,,,,,,"Qanun No. 30/2006, Perbaikan nama sesuai Surat Pem Aceh No.  146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong  di Aceh"
desa,11.02.04.2023,,,,,,"Qanun No. 30/2006, Perbaikan nama Surat Pem Aceh No. 146.1/10560  tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017. Perbaikan nama desa semula Alas Marantcar menjadi Alas Marancar,  sesuai: Qanun No. 30 Tahun 2006; dan Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
desa,11.02.04.2024,,,,,,Qanun No. 30/2006
desa,11.02.04.2025,,,,,,Qanun No. 30/2006
desa,11.02.04.2026,,,,,,Qanun No. 30/2006
desa,11.02.04.2027,,,,,,"Qanun No. 30/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
kecamatan,11.02.05,,,,,,
kecamatan,11.02.05,Badar,,KAB. ACEH TENGGARA,18.0,,
desa,11.02.05.2005,,,,,,
desa,11.02.05.2011,,,,,,
desa,11.02.05.2012,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.02.05.2013,,,,,,
desa,11.02.05.2014,,,,,,
desa,11.02.05.2015,,,,,,
desa,11.02.05.2025,,,,,,
desa,11.02.05.2026,,,,,,
desa,11.02.05.2027,,,,,,
desa,11.02.05.2029,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.02.05.2030,,,,,,
desa,11.02.05.2031,,,,,,
desa,11.02.05.2032,,,,,,
desa,11.02.05.2033,,,,,,"Perda No. 28/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.05.2034,,,,,,Perda No. 28/2006
desa,11.02.05.2035,,,,,,Perda No. 28/2006
desa,11.02.05.2036,,,,,,"Perda No. 28/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
kecamatan,11.02.06,,,,,,
kecamatan,11.02.06,Babul Makmur,,KAB. ACEH TENGGARA,21.0,,
desa,11.02.06.2001,,,,,,
desa,11.02.06.2002,,,,,,
desa,11.02.06.2003,,,,,,
desa,11.02.06.2005,,,,,,
desa,11.02.06.2006,,,,,,"Perbaikan nama semula Lawe Sagu Baru menjadi Pangguh sesuai  Surat Ditjen Bina Pemdes No. 140/5531/BPD, tanggal 19 November tahun 2021 Hal Usulan Klarifikasi Kode dan Nama  Kute/Desa dan Surat Sekda Pemerintah Aceh No. 140/19322, tanggal  8 November 2021Hal Usulan Klarifikasi Kode dan Nama Kute/Desa"
desa,11.02.06.2007,,,,,,"Perbaikan nama Surat Pem Aceh No. 146.1/10560 tgl 13 Juni 2016,  Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017"
desa,11.02.06.2008,,,,,,
desa,11.02.06.2010,,,,,,
desa,11.02.06.2011,,,,,,
desa,11.02.06.2012,,,,,,
desa,11.02.06.2013,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.02.06.2014,,,,,,
desa,11.02.06.2015,,,,,,
desa,11.02.06.2016,,,,,,
desa,11.02.06.2017,,,,,,
desa,11.02.06.2018,,,,,,
desa,11.02.06.2024,,,,,,Qanun No. 26/2006
desa,11.02.06.2025,,,,,,Qanun No. 26/2006
desa,11.02.06.2026,,,,,,"Qanun No. 26/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.06.2027,,,,,,Qanun No. 26/2006
kecamatan,11.02.07,,,,,,
kecamatan,11.02.07,Darul Hasanah,,KAB. ACEH TENGGARA,28.0,,
desa,11.02.07.2001,,,,,,
desa,11.02.07.2002,,,,,,
desa,11.02.07.2003,,,,,,
desa,11.02.07.2004,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.02.07.2005,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.02.07.2007,,,,,,
desa,11.02.07.2008,,,,,,
desa,11.02.07.2009,,,,,,
desa,11.02.07.2010,,,,,,
desa,11.02.07.2011,,,,,,
desa,11.02.07.2012,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.02.07.2013,,,,,,
desa,11.02.07.2014,,,,,,
desa,11.02.07.2015,,,,,,
desa,11.02.07.2016,,,,,,
desa,11.02.07.2017,,,,,,
desa,11.02.07.2018,,,,,,
desa,11.02.07.2019,,,,,,"Qanun No. 35/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.07.2020,,,,,,"Qanun No. 35/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.07.2021,,,,,,"Qanun No. 35/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.07.2022,,,,,,"Qanun No. 35/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.07.2023,,,,,,Qanun No. 35/2006
desa,11.02.07.2024,,,,,,Qanun No. 35/2006
desa,11.02.07.2025,,,,,,"Qanun No. 35/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.07.2026,,,,,,Qanun No. 35/2006
desa,11.02.07.2027,,,,,,Qanun No. 35/2006
desa,11.02.07.2028,,,,,,Qanun No. 35/2006
kecamatan,11.02.08,Lawe Bulan,,KAB. ACEH TENGGARA,24.0,,
kecamatan,11.02.08,,,,,,
desa,11.02.08.2001,,,,,,
desa,11.02.08.2002,,,,,,
desa,11.02.08.2003,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.02.08.2004,,,,,,
desa,11.02.08.2005,,,,,,
desa,11.02.08.2006,,,,,,
desa,11.02.08.2011,,,,,,
desa,11.02.08.2012,,,,,,
desa,11.02.08.2013,,,,,,
desa,11.02.08.2014,,,,,,
desa,11.02.08.2015,,,,,,
desa,11.02.08.2016,,,,,,
desa,11.02.08.2017,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.02.08.2018,,,,,,"Perbaikan nama Surat Pem Aceh No.146.1/10560 tgl 13 Juni 2016,  Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017"
desa,11.02.08.2019,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.02.08.2020,,,,,,
desa,11.02.08.2021,,,,,,
desa,11.02.08.2023,,,,,,
desa,11.02.08.2025,,,,,,Qanun No. 29/2006
desa,11.02.08.2026,,,,,,"Perbaikan nama semula Lawe Sagu Baru menjadi Pangguh sesuai  Surat Ditjen Bina Pemdes No. 140/5531/BPD, tanggal 19 November tahun 2021 Hal Usulan Klarifikasi Kode dan Nama  Kute/Desa dan Surat Sekda Pemerintah Aceh No. 140/19322, tanggal  8 November 2021Hal Usulan Klarifikasi Kode dan Nama Kute/Desa"
desa,11.02.08.2027,,,,,,Qanun No. 29/2006
desa,11.02.08.2028,,,,,,"Qanun No. 29/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.08.2029,,,,,,Qanun No. 29/2006
desa,11.02.08.2030,,,,,,"Qanun No. 29/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
kecamatan,11.02.09,,,,,,
kecamatan,11.02.09,Bukit Tusam,,KAB. ACEH TENGGARA,23.0,,
desa,11.02.09.2001,,,,,,
desa,11.02.09.2002,,,,,,
desa,11.02.09.2003,,,,,,
desa,11.02.09.2004,,,,,,
desa,11.02.09.2006,,,,,,
desa,11.02.09.2007,,,,,,
desa,11.02.09.2008,,,,,,
desa,11.02.09.2010,,,,,,
desa,11.02.09.2011,,,,,,
desa,11.02.09.2012,,,,,,
desa,11.02.09.2013,,,,,,
desa,11.02.09.2014,,,,,,
desa,11.02.09.2015,,,,,,
desa,11.02.09.2016,,,,,,
desa,11.02.09.2017,,,,,,
desa,11.02.09.2018,,,,,,
desa,11.02.09.2019,,,,,,Qanun No. 31/2006
desa,11.02.09.2020,,,,,,Qanun No. 31/2006
desa,11.02.09.2021,,,,,,Qanun No. 31/2006
desa,11.02.09.2022,,,,,,Qanun No. 31/2006
desa,11.02.09.2023,,,,,,"Qanun No. 31/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.09.2024,,,,,,Qanun No. 31/2006
kecamatan,11.02.10,,,,,,
desa,11.02.10.2001,,,,,,
desa,11.02.10.2002,,,,,,
desa,11.02.10.2003,,,,,,
desa,11.02.10.2004,,,,,,
desa,11.02.10.2005,,,,,,
desa,11.02.10.2006,,,,,,
desa,11.02.10.2007,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.02.10.2008,,,,,,
desa,11.02.10.2009,,,,,,
desa,11.02.10.2010,,,,,,
desa,11.02.10.2011,,,,,,
desa,11.02.10.2012,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.02.10.2013,,,,,,
desa,11.02.10.2015,,,,,,
desa,11.02.10.2016,,,,,,
desa,11.02.10.2017,,,,,,"Qanun No. 33/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.10.2018,,,,,,"Qanun No. 33/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.10.2019,,,,,,Qanun No. 33/2006
kecamatan,11.02.11,,,,,,
kecamatan,11.02.11,Babul Rahmah,,,27.0,,
desa,11.02.11.2004,,,,,,
desa,11.02.11.2005,,,,,,
desa,11.02.11.2006,,,,,,
desa,11.02.11.2007,,,,,,
desa,11.02.11.2008,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.02.11.2009,,,,,,
desa,11.02.11.2010,,,,,,
desa,11.02.11.2011,,,,,,
desa,11.02.11.2012,,,,,,
desa,11.02.11.2013,,,,,,
desa,11.02.11.2014,,,,,,
desa,11.02.11.2015,,,,,,
desa,11.02.11.2016,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.02.11.2017,,,,,,"Perbaikan nama Surat Pem Aceh No.146.1/10560 tgl 13 Juni 2016,  Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017"
desa,11.02.11.2018,,,,,,
desa,11.02.11.2019,,,,,,"Qanun No. 34/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.11.2020,,,,,,Qanun No. 34/2006
desa,11.02.11.2021,,,,,,Qanun No. 34/2006
desa,11.02.11.2022,,,,,,Qanun No. 34/2006
desa,11.02.11.2023,,,,,,Qanun No. 34/2006
desa,11.02.11.2025,,,,,,Qanun No. 34/2006
desa,11.02.11.2026,,,,,,Qanun No. 34/2006
desa,11.02.11.2027,,,,,,Qanun No. 34/2006
desa,11.02.11.2028,,,,,,Qanun No. 34/2006
desa,11.02.11.2029,,,,,,Qanun No. 34/2006
desa,11.02.11.2030,,,,,,
kecamatan,11.02.12,,,,,,Qanun No. 19/2006
kecamatan,11.02.12,Ketambe,,,25.0,,Qanun No. 19/2006
desa,11.02.12.2001,,,,,,Semula wil. Kec. Badar
desa,11.02.12.2002,,,,,,Semula wil. Kec. Badar
desa,11.02.12.2003,,,,,,Semula wil. Kec. Badar
desa,11.02.12.2004,,,,,,Semula wil. Kec. Badar
desa,11.02.12.2005,,,,,,Semula wil. Kec. Badar
desa,11.02.12.2006,,,,,,Semula wil. Kec. Badar
desa,11.02.12.2007,,,,,,Semula wil. Kec. Badar
desa,11.02.12.2008,,,,,,Semula wil. Kec. Badar
desa,11.02.12.2009,,,,,,"Semula wil. Kec. Badar, Perbaikan nama Surat Pem Aceh  No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.12.2010,,,,,,Semula wil. Kec. Badar
desa,11.02.12.2011,,,,,,Qanun No. 22/2006
desa,11.02.12.2012,,,,,,"Qanun No. 22/2006, Perbaikan nama sesuai Surat Pem Aceh No.  146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong  di Aceh"
desa,11.02.12.2013,,,,,,"Qanun No. 22/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.12.2014,,,,,,Qanun No. 22/2006
desa,11.02.12.2015,,,,,,"Qanun No. 22/2006, Perbaikan nama sesuai Surat Pem Aceh No.  146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong  di Aceh"
desa,11.02.12.2016,,,,,,Qanun No. 22/2006
desa,11.02.12.2017,,,,,,Qanun No. 22/2006
desa,11.02.12.2018,,,,,,Qanun No. 22/2006
desa,11.02.12.2019,,,,,,Qanun No. 22/2006
desa,11.02.12.2020,,,,,,"Qanun No. 22/2006, Perbaikan nama sesuai Surat Pem Aceh No.  146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong  di Aceh"
desa,11.02.12.2021,,,,,,"Qanun No. 22/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.12.2023,,,,,,"Qanun No. 22/2006, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.12.2024,,,,,,Qanun No. 22/2006
desa,11.02.12.2025,,,,,,Qanun No. 22/2006
kecamatan,11.02.13,Deleng Pokhkisen,,,22.0,,Qanun No. 19/2006
kecamatan,11.02.13,,,,,,Qanun No. 19/2006
desa,11.02.13.2001,,,,,,Semula wil. Kec. Badar
desa,11.02.13.2002,,,,,,"Semula wil. Kec. Badar, Perbaikan nama sesuai Validasi Data Nama  dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.13.2003,,,,,,Semula wil. Kec. Badar
desa,11.02.13.2004,,,,,,Semula wil. Kec. Lawe Bulan
desa,11.02.13.2005,,,,,,Semula wil. Kec. Badar
desa,11.02.13.2006,,,,,,Semula wil. Kec. Lawe Bulan
desa,11.02.13.2007,,,,,,Semula wil. Kec. Badar
desa,11.02.13.2008,,,,,,"Semula wil. Kec. Badar, Perbaikan nama sesuai Validasi Data Nama  dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.13.2009,,,,,,Semula wil. Kec. Badar
desa,11.02.13.2010,,,,,,Semula wil. Kec. Lawe Bulan
desa,11.02.13.2011,,,,,,Qanun No. 19/2006
desa,11.02.13.2012,,,,,,Semula wil. Kec. Lawe Bulan
desa,11.02.13.2013,,,,,,Semula wil. Kec. Lawe Bulan
desa,11.02.13.2014,,,,,,Semula wil. Kec. Badar
desa,11.02.13.2015,,,,,,Qanun 25/2005
desa,11.02.13.2016,,,,,,Qanun 25/2005
desa,11.02.13.2017,,,,,,"Qanun 25/2005, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.13.2018,,,,,,Qanun 25/2005
desa,11.02.13.2019,,,,,,Qanun 25/2005
desa,11.02.13.2020,,,,,,Qanun 25/2005
desa,11.02.13.2021,,,,,,Qanun 25/2005
desa,11.02.13.2022,,,,,,Qanun 25/2005
kecamatan,11.02.14,Lawe Sumur,,,18.0,,Qanun No. 19/2006
kecamatan,11.02.14,,,,,,Qanun No. 19/2006
desa,11.02.14.2001,,,,,,Semula wil. Kec. Bambel
desa,11.02.14.2002,,,,,,Qanun No. 19/2006
desa,11.02.14.2003,,,,,,Semula wil. Kec. Bambel
desa,11.02.14.2004,,,,,,Semula wil. Kec. Bambel
desa,11.02.14.2005,,,,,,Semula wil. Kec. Bambel
desa,11.02.14.2007,,,,,,Semula wil. Kec. Bambel
desa,11.02.14.2008,,,,,,"Semula wil. Kec. Bambel, Perbaikan nama Surat Pem Aceh  No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.14.2009,,,,,,Semula wil. Kec. Bambel
desa,11.02.14.2010,,,,,,"Semula wil. Kec. Bambel, Perbaikan nama sesuai Validasi Data Nama  dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.02.14.2011,,,,,,"Qanun No. 24/2006, Perbaikan nama sesuai Surat Pem Aceh No.  146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong  di Aceh"
desa,11.02.14.2012,,,,,,"Qanun No. 24/2006, Perbaikan nama sesuai Surat Pem Aceh No.  146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong  di Aceh"
desa,11.02.14.2013,,,,,,Qanun No. 24/2006
desa,11.02.14.2014,,,,,,"Qanun No. 24/2006, Perbaikan nama Surat Pem Aceh No.146.1/10560  tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
